X,Y,Dim2,contrib,correlation,type,REACTOME
ENSG00000126562,WNK4,-0.029290074,0.000621568,-0.201853887,mRNA,ENSG00000126562
ENSG00000169884,WNT10B,0.029240801,0.000619478,0.537714726,mRNA,ENSG00000169884
ENSG00000134245,WNT2B,0.063983809,0.002966112,0.528264786,mRNA,ENSG00000134245
ENSG00000111186,WNT5B,-0.034040217,0.000839522,-0.598371608,mRNA,ENSG00000111186
ENSG00000188064,WNT7B,-0.072028535,0.003758863,-0.733062906,mRNA,ENSG00000188064
ENSG00000143816,WNT9A,0.077187174,0.004316559,0.791999056,mRNA,ENSG00000143816
ENSG00000141499,WrAP53,-0.036609228,0.000971021,-0.654049289,mRNA,ENSG00000141499
ENSG00000116213,WrAP73,0.00190463,2.63E-06,0.041639189,mRNA,ENSG00000116213
ENSG00000165392,WrN,-0.010320825,7.72E-05,-0.341671762,mRNA,ENSG00000165392
ENSG00000124535,WrNIP1,-0.00239233,4.15E-06,-0.110926413,mRNA,ENSG00000124535
ENSG00000109046,WSB1,0.063672662,0.002937335,0.883561608,mRNA,ENSG00000109046
ENSG00000176871,WSB2,-0.024472139,0.000433902,-0.549174051,mRNA,ENSG00000176871
ENSG00000184937,WT1,-0.022391343,0.000363252,-0.11244719,mRNA,ENSG00000184937
ENSG00000146457,WTAP,-0.000147983,1.59E-08,-0.007205441,mRNA,ENSG00000146457
ENSG00000142279,WTIP,-0.021940456,0.00034877,-0.428245962,mRNA,ENSG00000142279
ENSG00000113645,WWC1,-0.030479528,0.000673076,-0.369064716,mRNA,ENSG00000113645
ENSG00000151718,WWC2,-0.013212802,0.000126484,-0.347203561,mRNA,ENSG00000151718
ENSG00000047644,WWC3,-0.023669934,0.000405921,-0.537970168,mRNA,ENSG00000047644
ENSG00000186153,WWOX,-0.03654526,0.00096763,-0.622766269,mRNA,ENSG00000186153
ENSG00000123124,WWP1,0.002579594,4.82E-06,0.096041852,mRNA,ENSG00000123124
ENSG00000198373,WWP2,-0.038140313,0.00105394,-0.650599202,mRNA,ENSG00000198373
ENSG00000018408,WWTr1,-0.011136511,8.99E-05,-0.30397205,mRNA,ENSG00000018408
ENSG00000076924,XAB2,-0.056103589,0.002280493,-0.903203353,mRNA,ENSG00000076924
ENSG00000132530,XAF1,0.058390929,0.002470234,0.499794661,mRNA,ENSG00000132530
ENSG00000100219,XBP1,0.023083487,0.000386056,0.525485084,mRNA,ENSG00000100219
ENSG00000158125,XDH,0.041982531,0.001276982,0.315252648,mRNA,ENSG00000158125
ENSG00000101966,XIAP,0.021014144,0.000319942,0.308498166,mRNA,ENSG00000101966
ENSG00000163092,XIrP2,0.082037878,0.004876141,0.811244379,mRNA,ENSG00000163092
ENSG00000047597,XK,0.016173309,0.000189516,0.362037755,mRNA,ENSG00000047597
ENSG00000171044,XKr6,-0.007900964,4.52E-05,-0.09243363,mRNA,ENSG00000171044
ENSG00000158156,XKr8,0.011452157,9.50E-05,0.502909419,mRNA,ENSG00000158156
ENSG00000221947,XKr9,0.019609234,0.000278592,0.253703604,mRNA,ENSG00000221947
ENSG00000182489,XKrX,0.00398389,1.15E-05,0.098224121,mRNA,ENSG00000182489
ENSG00000136936,XPA,0.03200423,0.0007421,0.900100799,mRNA,ENSG00000136936
ENSG00000154767,XPC,-0.009286555,6.25E-05,-0.242699369,mRNA,ENSG00000154767
ENSG00000108039,XPNPEP1,-0.002735676,5.42E-06,-0.160611948,mRNA,ENSG00000108039
ENSG00000196236,XPNPEP3,0.033102361,0.000793899,0.584994855,mRNA,ENSG00000196236
ENSG00000082898,XPO1,0.004224639,1.29E-05,0.206299773,mRNA,ENSG00000082898
ENSG00000132953,XPO4,-0.026627874,0.000513713,-0.706985784,mRNA,ENSG00000132953
ENSG00000124571,XPO5,-0.02545921,0.00046961,-0.856894416,mRNA,ENSG00000124571
ENSG00000169180,XPO6,-0.049030051,0.001741695,-0.941185335,mRNA,ENSG00000169180
ENSG00000130227,XPO7,-0.004290194,1.33E-05,-0.285736591,mRNA,ENSG00000130227
ENSG00000184575,XPOT,-0.011021982,8.80E-05,-0.463938433,mRNA,ENSG00000184575
ENSG00000214185,XPOTP1,0.107741457,0.008410331,0.454618747,mRNA,ENSG00000214185
ENSG00000143324,XPr1,0.011023892,8.80E-05,0.331246793,mRNA,ENSG00000143324
ENSG00000073050,XrCC1,-0.040982273,0.001216857,-0.828578815,mRNA,ENSG00000073050
ENSG00000196584,XrCC2,-0.005326152,2.06E-05,-0.096171024,mRNA,ENSG00000196584
ENSG00000126215,XrCC3,-0.101043049,0.007397079,-0.762163415,mRNA,ENSG00000126215
ENSG00000152422,XrCC4,0.039088992,0.001107022,0.726110262,mRNA,ENSG00000152422
ENSG00000079246,XrCC5,-0.003467768,8.71E-06,-0.291111212,mRNA,ENSG00000079246
ENSG00000196419,XrCC6,-0.00137476,1.37E-06,-0.084606224,mRNA,ENSG00000196419
ENSG00000234825,XrCC6P2,0.068178461,0.003367765,0.243787196,mRNA,ENSG00000234825
ENSG00000114127,XrN1,0.004773292,1.65E-05,0.145369286,mRNA,ENSG00000114127
ENSG00000088930,XrN2,0.012091073,0.00010592,0.680737631,mRNA,ENSG00000088930
ENSG00000166435,XrrA1,-0.034490248,0.000861867,-0.790408317,mRNA,ENSG00000166435
ENSG00000173950,XXYLT1,-0.019401358,0.000272717,-0.329483339,mRNA,ENSG00000173950
ENSG00000093217,XYLB,-0.013537609,0.00013278,-0.549585537,mRNA,ENSG00000093217
ENSG00000015532,XYLT2,-0.013158898,0.000125455,-0.650165061,mRNA,ENSG00000015532
ENSG00000241127,YAE1,0.038497804,0.00107379,0.71177929,mRNA,ENSG00000241127
ENSG00000015153,YAF2,0.013333196,0.0001288,0.414920196,mRNA,ENSG00000015153
ENSG00000137693,YAP1,0.014881739,0.000160456,0.925222251,mRNA,ENSG00000137693
ENSG00000134684,YArS,-0.007698751,4.29E-05,-0.262919442,mRNA,ENSG00000134684
ENSG00000139131,YArS2,-0.017778542,0.000229002,-0.467747793,mRNA,ENSG00000139131
ENSG00000182362,YBEY,-0.029034623,0.000610773,-0.570790281,mRNA,ENSG00000182362
ENSG00000065978,YBX1,0.012929812,0.000121124,0.222733632,mRNA,ENSG00000065978
ENSG00000224861,YBX1P1,0.050254425,0.001829768,0.586230843,mRNA,ENSG00000224861
ENSG00000213866,YBX1P10,0.191305232,0.026515577,0.388165119,mRNA,ENSG00000213866
ENSG00000231167,YBX1P2,0.070851316,0.003636999,0.340353248,mRNA,ENSG00000231167
ENSG00000060138,YBX3,-0.011161698,9.03E-05,-0.315765789,mRNA,ENSG00000060138
ENSG00000161179,YDJC,-0.011172575,9.04E-05,-0.156588699,mRNA,ENSG00000161179
ENSG00000163872,YEATS2,0.023181571,0.000389344,0.9192781,mRNA,ENSG00000163872
ENSG00000233885,YEATS2-AS1,0.115934181,0.009738014,0.672816269,mRNA,ENSG00000233885
ENSG00000127337,YEATS4,0.018611898,0.000250974,0.623583478,mRNA,ENSG00000127337
ENSG00000176105,YES1,0.009547844,6.60E-05,0.171197408,mRNA,ENSG00000176105
ENSG00000174851,YIF1A,-0.031959685,0.000740035,-0.708807047,mRNA,ENSG00000174851
ENSG00000167645,YIF1B,-0.02331618,0.000393878,-0.299031732,mRNA,ENSG00000167645
ENSG00000058799,YIPF1,0.023719498,0.000407623,0.602623576,mRNA,ENSG00000058799
ENSG00000130733,YIPF2,-0.041824473,0.001267384,-0.791875152,mRNA,ENSG00000130733
ENSG00000137207,YIPF3,0.029062068,0.000611928,0.865253252,mRNA,ENSG00000137207
ENSG00000119820,YIPF4,0.058445659,0.002474867,0.910313786,mRNA,ENSG00000119820
ENSG00000145817,YIPF5,0.00555463,2.24E-05,0.088372088,mRNA,ENSG00000145817
ENSG00000181704,YIPF6,-0.004958512,1.78E-05,-0.3031951,mRNA,ENSG00000181704
ENSG00000250067,YJEFN3,0.1927145,0.026907675,0.866857672,mRNA,ENSG00000250067
ENSG00000105248,YJU2,-0.025456568,0.000469512,-0.404388788,mRNA,ENSG00000105248
ENSG00000106636,YKT6,-0.00875245,5.55E-05,-0.274853814,mRNA,ENSG00000106636
ENSG00000119596,YLPM1,-0.019043115,0.000262738,-0.407917353,mRNA,ENSG00000119596
ENSG00000136758,YME1L1,-0.000339421,8.35E-08,-0.031954148,mRNA,ENSG00000136758
ENSG00000180667,YOD1,0.008943808,5.80E-05,0.207565714,mRNA,ENSG00000180667
ENSG00000100027,YPEL1,0.06143242,0.002734278,0.531884757,mRNA,ENSG00000100027
ENSG00000175155,YPEL2,0.031432437,0.000715819,0.277720444,mRNA,ENSG00000175155
ENSG00000090238,YPEL3,0.00497005,1.79E-05,0.088665334,mRNA,ENSG00000090238
ENSG00000119801,YPEL5,0.064919658,0.003053513,0.772820788,mRNA,ENSG00000119801
ENSG00000196449,YrDC,0.000900404,5.87E-07,0.035634927,mRNA,ENSG00000196449
ENSG00000083896,YTHDC1,0.011375699,9.38E-05,0.229655081,mRNA,ENSG00000083896
ENSG00000047188,YTHDC2,-0.00146505,1.56E-06,-0.041600939,mRNA,ENSG00000047188
ENSG00000149658,YTHDF1,-0.011258005,9.18E-05,-0.455319083,mRNA,ENSG00000149658
ENSG00000198492,YTHDF2,0.002184476,3.46E-06,0.120668453,mRNA,ENSG00000198492
ENSG00000185728,YTHDF3,0.010104723,7.40E-05,0.413635985,mRNA,ENSG00000185728
ENSG00000166913,YWHAB,0.014757447,0.000157786,0.56623468,mRNA,ENSG00000166913
ENSG00000256464,YWHABP2,0.158563244,0.018215976,0.752967373,mRNA,ENSG00000256464
ENSG00000108953,YWHAE,0.006468532,3.03E-05,0.179547095,mRNA,ENSG00000108953
ENSG00000234645,YWHAEP5,0.239868116,0.041686213,0.528949906,mRNA,ENSG00000234645
ENSG00000170027,YWHAG,0.000562241,2.29E-07,0.031416039,mRNA,ENSG00000170027
ENSG00000128245,YWHAH,-0.009018844,5.89E-05,-0.509885467,mRNA,ENSG00000128245
ENSG00000134308,YWHAQ,0.003264078,7.72E-06,0.080071151,mRNA,ENSG00000134308
ENSG00000164924,YWHAZ,0.019737033,0.000282235,0.639297011,mRNA,ENSG00000164924
ENSG00000213236,YWHAZP2,0.060486021,0.002650681,0.294959415,mRNA,ENSG00000213236
ENSG00000229932,YWHAZP3,0.142551681,0.014722857,0.68577628,mRNA,ENSG00000229932
ENSG00000100811,YY1,0.02354346,0.000401595,0.839918476,mRNA,ENSG00000100811
ENSG00000163374,YY1AP1,0.023432578,0.000397821,0.661322044,mRNA,ENSG00000163374
ENSG00000230797,YY2,0.087167445,0.005504984,0.663511856,mRNA,ENSG00000230797
ENSG00000180011,ZADH2,-0.018535235,0.000248911,-0.6072419,mRNA,ENSG00000180011
ENSG00000214717,ZBED1,-0.052801095,0.002019916,-0.812234869,mRNA,ENSG00000214717
ENSG00000132846,ZBED3,-0.019611315,0.000278651,-0.319038447,mRNA,ENSG00000132846
ENSG00000250802,ZBED3-AS1,0.059179433,0.0025374,0.316576428,mRNA,ENSG00000250802
ENSG00000100426,ZBED4,-0.056866764,0.002342958,-0.950003576,mRNA,ENSG00000100426
ENSG00000236287,ZBED5,-0.010980812,8.74E-05,-0.661984693,mRNA,ENSG00000236287
ENSG00000247271,ZBED5-AS1,-0.030412527,0.00067012,-0.561131058,mRNA,ENSG00000247271
ENSG00000257315,ZBED6,-0.036830093,0.000982773,-0.536808473,mRNA,ENSG00000257315
ENSG00000188707,ZBED6CL,0.031981022,0.000741024,0.347821495,mRNA,ENSG00000188707
ENSG00000221886,ZBED8,-0.03481004,0.000877923,-0.443944996,mRNA,ENSG00000221886
ENSG00000126804,ZBTB1,-0.007706603,4.30E-05,-0.220189456,mRNA,ENSG00000126804
ENSG00000205189,ZBTB10,0.017204405,0.00021445,0.588875191,mRNA,ENSG00000205189
ENSG00000066422,ZBTB11,0.042694139,0.001320638,0.552458133,mRNA,ENSG00000066422
ENSG00000256628,ZBTB11-AS1,-0.043967291,0.001400576,-0.507913359,mRNA,ENSG00000256628
ENSG00000198081,ZBTB14,-0.062111406,0.002795053,-0.887232427,mRNA,ENSG00000198081
ENSG00000116809,ZBTB17,-0.021859794,0.00034621,-0.539767367,mRNA,ENSG00000116809
ENSG00000179456,ZBTB18,-0.015816774,0.000181252,-0.569655852,mRNA,ENSG00000179456
ENSG00000181472,ZBTB2,0.020744747,0.000311791,0.951957369,mRNA,ENSG00000181472
ENSG00000181722,ZBTB20,-0.057747626,0.002416104,-0.944338887,mRNA,ENSG00000181722
ENSG00000173276,ZBTB21,0.038571097,0.001077882,0.576210075,mRNA,ENSG00000173276
ENSG00000112365,ZBTB24,0.010161693,7.48E-05,0.676271398,mRNA,ENSG00000112365
ENSG00000089775,ZBTB25,0.030226851,0.000661962,0.557205823,mRNA,ENSG00000089775
ENSG00000171448,ZBTB26,-0.031941033,0.000739172,-0.664103548,mRNA,ENSG00000171448
ENSG00000185670,ZBTB3,0.005855269,2.48E-05,0.084685355,mRNA,ENSG00000185670
ENSG00000177485,ZBTB33,-0.002684028,5.22E-06,-0.257591028,mRNA,ENSG00000177485
ENSG00000177125,ZBTB34,2.21E-05,3.53E-10,0.000657959,mRNA,ENSG00000177125
ENSG00000185278,ZBTB37,-0.008890884,5.73E-05,-0.167786362,mRNA,ENSG00000185278
ENSG00000177311,ZBTB38,-9.91E-05,7.12E-09,-0.002586566,mRNA,ENSG00000177311
ENSG00000166860,ZBTB39,-0.004469512,1.45E-05,-0.057446234,mRNA,ENSG00000166860
ENSG00000174282,ZBTB4,-0.005489227,2.18E-05,-0.183848447,mRNA,ENSG00000174282
ENSG00000184677,ZBTB40,0.000178786,2.32E-08,0.0090218,mRNA,ENSG00000184677
ENSG00000177888,ZBTB41,-0.064103069,0.00297718,-0.487490441,mRNA,ENSG00000177888
ENSG00000179627,ZBTB42,-0.068820138,0.003431456,-0.983544125,mRNA,ENSG00000179627
ENSG00000169155,ZBTB43,-0.037708095,0.001030188,-0.757214388,mRNA,ENSG00000169155
ENSG00000196323,ZBTB44,0.004022535,1.17E-05,0.409205906,mRNA,ENSG00000196323
ENSG00000119574,ZBTB45,-0.04925904,0.001758002,-0.453518874,mRNA,ENSG00000119574
ENSG00000130584,ZBTB46,-0.011854951,0.000101823,-0.17663392,mRNA,ENSG00000130584
ENSG00000114853,ZBTB47,-0.036184078,0.000948598,-0.796481211,mRNA,ENSG00000114853
ENSG00000204859,ZBTB48,0.028959236,0.000607605,0.532526863,mRNA,ENSG00000204859
ENSG00000168826,ZBTB49,-0.026655802,0.000514791,-0.465734563,mRNA,ENSG00000168826
ENSG00000168795,ZBTB5,0.032351159,0.000758276,0.887954598,mRNA,ENSG00000168795
ENSG00000186130,ZBTB6,-0.011385232,9.39E-05,-0.419261843,mRNA,ENSG00000186130
ENSG00000178951,ZBTB7A,-0.020562939,0.00030635,-0.212930604,mRNA,ENSG00000178951
ENSG00000160685,ZBTB7B,-0.02803072,0.000569267,-0.43140766,mRNA,ENSG00000160685
ENSG00000184828,ZBTB7C,0.12841143,0.011946887,0.675606773,mRNA,ENSG00000184828
ENSG00000160062,ZBTB8A,0.04465163,0.001444515,0.513812452,mRNA,ENSG00000160062
ENSG00000176261,ZBTB8OS,-0.025846352,0.000484001,-0.628720141,mRNA,ENSG00000176261
ENSG00000104427,ZC2HC1A,0.028970736,0.000608088,0.334493868,mRNA,ENSG00000104427
ENSG00000119703,ZC2HC1C,0.050853773,0.001873673,0.407181485,mRNA,ENSG00000119703
ENSG00000135482,ZC3H10,-0.025240663,0.000461582,-0.330138816,mRNA,ENSG00000135482
ENSG00000058673,ZC3H11A,0.00656472,3.12E-05,0.335877053,mRNA,ENSG00000058673
ENSG00000163874,ZC3H12A,0.003278322,7.79E-06,0.040850484,mRNA,ENSG00000163874
ENSG00000102053,ZC3H12B,0.032032637,0.000743417,0.43567938,mRNA,ENSG00000102053
ENSG00000149289,ZC3H12C,-0.013055633,0.000123493,-0.38914723,mRNA,ENSG00000149289
ENSG00000123200,ZC3H13,0.021950951,0.000349103,0.593779509,mRNA,ENSG00000123200
ENSG00000100722,ZC3H14,-0.003389235,8.32E-06,-0.123570349,mRNA,ENSG00000100722
ENSG00000065548,ZC3H15,0.033877201,0.0008315,0.449585309,mRNA,ENSG00000065548
ENSG00000158545,ZC3H18,-0.042773124,0.001325529,-0.520986453,mRNA,ENSG00000158545
ENSG00000014164,ZC3H3,-0.03081628,0.000688031,-0.245426747,mRNA,ENSG00000014164
ENSG00000130749,ZC3H4,-0.033099581,0.000793766,-0.337309894,mRNA,ENSG00000130749
ENSG00000188177,ZC3H6,0.09622155,0.006707985,0.494468627,mRNA,ENSG00000188177
ENSG00000122299,ZC3H7A,0.018893292,0.00025862,0.694758602,mRNA,ENSG00000122299
ENSG00000100403,ZC3H7B,-0.035976196,0.00093773,-0.642335377,mRNA,ENSG00000100403
ENSG00000144161,ZC3H8,0.0331884,0.000798031,0.63200027,mRNA,ENSG00000144161
ENSG00000105939,ZC3HAV1,0.029365981,0.000624793,0.875639443,mRNA,ENSG00000105939
ENSG00000146858,ZC3HAV1L,0.027611521,0.000552367,0.418838901,mRNA,ENSG00000146858
ENSG00000091732,ZC3HC1,-0.013529684,0.000132624,-0.221986424,mRNA,ENSG00000091732
ENSG00000126970,ZC4H2,0.01170596,9.93E-05,0.231789415,mRNA,ENSG00000126970
ENSG00000155329,ZCCHC10,0.060197431,0.002625447,0.953747386,mRNA,ENSG00000155329
ENSG00000140948,ZCCHC14,-0.033351564,0.000805897,-0.727392264,mRNA,ENSG00000140948
ENSG00000121766,ZCCHC17,0.017434126,0.000220215,0.285107121,mRNA,ENSG00000121766
ENSG00000166707,ZCCHC18,0.01536996,0.000171156,0.180122467,mRNA,ENSG00000166707
ENSG00000141664,ZCCHC2,0.0264056,0.000505172,0.282163044,mRNA,ENSG00000141664
ENSG00000165424,ZCCHC24,-0.006207996,2.79E-05,-0.247415417,mRNA,ENSG00000165424
ENSG00000247315,ZCCHC3,0.011947675,0.000103422,0.207472513,mRNA,ENSG00000247315
ENSG00000168228,ZCCHC4,0.012749643,0.000117772,0.223649143,mRNA,ENSG00000168228
ENSG00000147905,ZCCHC7,0.015053009,0.00016417,0.460761857,mRNA,ENSG00000147905
ENSG00000033030,ZCCHC8,0.038702682,0.001085249,0.708274935,mRNA,ENSG00000033030
ENSG00000131732,ZCCHC9,0.027506231,0.000548163,0.381445781,mRNA,ENSG00000131732
ENSG00000139168,ZCrB1,0.007923965,4.55E-05,0.216634239,mRNA,ENSG00000139168
ENSG00000078487,ZCWPW1,-0.023523028,0.000400898,-0.235056099,mRNA,ENSG00000078487
ENSG00000206559,ZCWPW2,-0.12404535,0.011148293,-0.710100446,mRNA,ENSG00000206559
ENSG00000204186,ZDBF2,0.012418673,0.000111737,0.192759952,mRNA,ENSG00000204186
ENSG00000159714,ZDHHC1,-0.102318438,0.007584993,-0.84668482,mRNA,ENSG00000159714
ENSG00000188818,ZDHHC11,0.079922627,0.004627931,0.42383817,mRNA,ENSG00000188818
ENSG00000160446,ZDHHC12,-0.065968424,0.003152968,-0.67774896,mRNA,ENSG00000160446
ENSG00000177054,ZDHHC13,0.039853992,0.001150777,0.820417882,mRNA,ENSG00000177054
ENSG00000175048,ZDHHC14,-0.057689144,0.002411213,-0.549067592,mRNA,ENSG00000175048
ENSG00000171307,ZDHHC16,-0.013471022,0.000131477,-0.518007815,mRNA,ENSG00000171307
ENSG00000186908,ZDHHC17,0.028647394,0.00059459,0.754459378,mRNA,ENSG00000186908
ENSG00000204160,ZDHHC18,-0.063343329,0.002907028,-0.866370815,mRNA,ENSG00000204160
ENSG00000104219,ZDHHC2,0.014020862,0.000142428,0.521660191,mRNA,ENSG00000104219
ENSG00000180776,ZDHHC20,0.043871783,0.001394498,0.762125203,mRNA,ENSG00000180776
ENSG00000175893,ZDHHC21,-0.048635365,0.001713767,-0.453257652,mRNA,ENSG00000175893
ENSG00000184307,ZDHHC23,-0.022232104,0.000358103,-0.340080393,mRNA,ENSG00000184307
ENSG00000174165,ZDHHC24,0.015900981,0.000183187,0.167265282,mRNA,ENSG00000174165
ENSG00000163812,ZDHHC3,-0.006986318,3.54E-05,-0.426765982,mRNA,ENSG00000163812
ENSG00000136247,ZDHHC4,-0.032281859,0.00075503,-0.57739953,mRNA,ENSG00000136247
ENSG00000156599,ZDHHC5,-0.032863109,0.000782465,-0.679288401,mRNA,ENSG00000156599
ENSG00000023041,ZDHHC6,-0.035441773,0.000910077,-0.911836084,mRNA,ENSG00000023041
ENSG00000153786,ZDHHC7,0.010028062,7.29E-05,0.378612217,mRNA,ENSG00000153786
ENSG00000099904,ZDHHC8,-0.031275893,0.000708707,-0.400338426,mRNA,ENSG00000099904
ENSG00000188706,ZDHHC9,-0.029533614,0.000631947,-0.705225899,mRNA,ENSG00000188706
ENSG00000148516,ZEB1,-0.036206939,0.000949797,-0.628271458,mRNA,ENSG00000148516
ENSG00000237036,ZEB1-AS1,-0.072249956,0.003782009,-0.78320313,mRNA,ENSG00000237036
ENSG00000169554,ZEB2,0.01012266,7.42E-05,0.414713294,mRNA,ENSG00000169554
ENSG00000160445,ZEr1,-0.024761045,0.000444207,-0.404725271,mRNA,ENSG00000160445
ENSG00000104231,ZFAND1,0.013604368,0.000134092,0.363117908,mRNA,ENSG00000104231
ENSG00000178381,ZFAND2A,0.036645531,0.000972948,0.575386514,mRNA,ENSG00000178381
ENSG00000158552,ZFAND2B,-0.035782365,0.000927653,-0.752060791,mRNA,ENSG00000158552
ENSG00000156639,ZFAND3,-0.04562433,0.001508136,-0.851043317,mRNA,ENSG00000156639
ENSG00000172671,ZFAND4,0.044134141,0.001411227,0.920137504,mRNA,ENSG00000172671
ENSG00000107372,ZFAND5,0.025858812,0.000484467,0.806844411,mRNA,ENSG00000107372
ENSG00000086666,ZFAND6,0.056295286,0.002296103,0.943498766,mRNA,ENSG00000086666
ENSG00000177410,ZFAS1,-0.005537351,2.22E-05,-0.054765156,mRNA,ENSG00000177410
ENSG00000066827,ZFAT,0.016340944,0.000193465,0.569966746,mRNA,ENSG00000066827
ENSG00000133858,ZFC3H1,0.013604108,0.000134087,0.517693247,mRNA,ENSG00000133858
ENSG00000136367,ZFHX2,0.04650607,0.001566992,0.517650925,mRNA,ENSG00000136367
ENSG00000157306,ZFHX2-AS1,0.037786077,0.001034454,0.241450132,mRNA,ENSG00000157306
ENSG00000140836,ZFHX3,-0.044097635,0.001408893,-0.676536131,mRNA,ENSG00000140836
ENSG00000091656,ZFHX4,-0.014809067,0.000158892,-0.551184182,mRNA,ENSG00000091656
ENSG00000184517,ZFP1,-0.00056751,2.33E-07,-0.013645344,mRNA,ENSG00000184517
ENSG00000142065,ZFP14,0.027102745,0.000532199,0.492820965,mRNA,ENSG00000142065
ENSG00000198939,ZFP2,0.047084522,0.001606215,0.203024127,mRNA,ENSG00000198939
ENSG00000196867,ZFP28,0.006471215,3.03E-05,0.21595374,mRNA,ENSG00000196867
ENSG00000180787,ZFP3,0.038506408,0.00107427,0.356925433,mRNA,ENSG00000180787
ENSG00000120784,ZFP30,0.063616469,0.002932152,0.807932046,mRNA,ENSG00000120784
ENSG00000128016,ZFP36,-0.061151462,0.002709325,-0.765060623,mRNA,ENSG00000128016
ENSG00000185650,ZFP36L1,-0.031670752,0.000726715,-0.463940951,mRNA,ENSG00000185650
ENSG00000152518,ZFP36L2,0.030133915,0.000657898,0.426941801,mRNA,ENSG00000152518
ENSG00000136866,ZFP37,0.106399734,0.008202165,0.931743664,mRNA,ENSG00000136866
ENSG00000181638,ZFP41,0.008012636,4.65E-05,0.38018914,mRNA,ENSG00000181638
ENSG00000196670,ZFP62,0.014726762,0.000157131,0.245191874,mRNA,ENSG00000196670
ENSG00000020256,ZFP64,-0.026375754,0.000504031,-0.425008196,mRNA,ENSG00000020256
ENSG00000187815,ZFP69,0.036695819,0.00097562,0.618604466,mRNA,ENSG00000187815
ENSG00000187801,ZFP69B,-0.02403496,0.000418537,-0.350124551,mRNA,ENSG00000187801
ENSG00000181007,ZFP82,0.045316169,0.001487832,0.631949402,mRNA,ENSG00000181007
ENSG00000184939,ZFP90,0.055262983,0.002212667,0.775582192,mRNA,ENSG00000184939
ENSG00000186660,ZFP91,-0.001731443,2.17E-06,-0.053300072,mRNA,ENSG00000186660
ENSG00000189420,ZFP92,-0.082544109,0.004936505,-0.316308227,mRNA,ENSG00000189420
ENSG00000162300,ZFPL1,0.00176441,2.26E-06,0.027583137,mRNA,ENSG00000162300
ENSG00000179588,ZFPM1,0.007624438,4.21E-05,0.060276168,mRNA,ENSG00000179588
ENSG00000169946,ZFPM2,0.041085024,0.001222966,0.742831942,mRNA,ENSG00000169946
ENSG00000251003,ZFPM2-AS1,-0.028910853,0.000605577,-0.430446082,mRNA,ENSG00000251003
ENSG00000056097,ZFr,-0.003681463,9.82E-06,-0.112522054,mRNA,ENSG00000056097
ENSG00000005889,ZFX,0.032049331,0.000744193,0.7802949,mRNA,ENSG00000005889
ENSG00000165861,ZFYVE1,0.007953461,4.58E-05,0.167375486,mRNA,ENSG00000165861
ENSG00000039319,ZFYVE16,-0.009589014,6.66E-05,-0.208847491,mRNA,ENSG00000039319
ENSG00000166140,ZFYVE19,0.042136225,0.001286348,0.835204869,mRNA,ENSG00000166140
ENSG00000100711,ZFYVE21,-0.004277986,1.33E-05,-0.114990092,mRNA,ENSG00000100711
ENSG00000072121,ZFYVE26,-0.020917977,0.00031702,-0.497375043,mRNA,ENSG00000072121
ENSG00000155256,ZFYVE27,0.011598958,9.75E-05,0.305217437,mRNA,ENSG00000155256
ENSG00000159733,ZFYVE28,-0.032398993,0.00076052,-0.588557833,mRNA,ENSG00000159733
ENSG00000157077,ZFYVE9,-0.003381049,8.28E-06,-0.186728219,mRNA,ENSG00000157077
ENSG00000162078,ZG16B,0.045601827,0.001506648,0.301575875,mRNA,ENSG00000162078
ENSG00000220201,ZGLP1,0.03699029,0.000991341,0.312942118,mRNA,ENSG00000220201
ENSG00000197114,ZGPAT,-0.002452948,4.36E-06,-0.028687688,mRNA,ENSG00000197114
ENSG00000138658,ZGrF1,-0.034879577,0.000881434,-0.582377692,mRNA,ENSG00000138658
ENSG00000165156,ZHX1,-0.006258049,2.84E-05,-0.123022742,mRNA,ENSG00000165156
ENSG00000259305,ZHX1-C8orf76,-0.020739745,0.000311641,-0.144792771,mRNA,ENSG00000259305
ENSG00000178764,ZHX2,-0.033683645,0.000822026,-0.686964363,mRNA,ENSG00000178764
ENSG00000174306,ZHX3,-0.077161227,0.004313657,-0.923356294,mRNA,ENSG00000174306
ENSG00000043355,ZIC2,-0.005742833,2.39E-05,-0.068716995,mRNA,ENSG00000043355
ENSG00000106261,ZKSCAN1,0.011159571,9.02E-05,0.853520721,mRNA,ENSG00000106261
ENSG00000155592,ZKSCAN2,-0.022299929,0.000360292,-0.402772222,mRNA,ENSG00000155592
ENSG00000274925,ZKSCAN2-DT,0.110386958,0.008828419,0.797156815,mRNA,ENSG00000274925
ENSG00000189298,ZKSCAN3,0.061534708,0.002743391,0.788279138,mRNA,ENSG00000189298
ENSG00000187626,ZKSCAN4,0.030065527,0.000654915,0.947007812,mRNA,ENSG00000187626
ENSG00000196652,ZKSCAN5,0.019134447,0.000265265,0.491301621,mRNA,ENSG00000196652
ENSG00000196345,ZKSCAN7,0.01776738,0.000228715,0.273727318,mRNA,ENSG00000196345
ENSG00000236869,ZKSCAN7-AS1,0.061038255,0.002699303,0.356121285,mRNA,ENSG00000236869
ENSG00000198315,ZKSCAN8,0.030340523,0.00066695,0.681178318,mRNA,ENSG00000198315
ENSG00000166432,ZMAT1,-0.003791299,1.04E-05,-0.052964658,mRNA,ENSG00000166432
