#chrom	txStart	txEnd	refseq	score	strand	symbol
chr5	181193923	181204340	NM_203296	0.000	-	TRIM7
chr5	181193923	181200930	NM_203297	0.000	-	TRIM7
chr5	33986985	34008115	NM_203382	0.000	-	AMACR
chr5	80487980	80542563	NM_205548	0.000	+	FAM151B
chr5	148202793	148215137	NM_205841	0.000	+	SPINK6
chr5	145756343	145835369	NM_205846	0.000	-	PRELID2
chr5	181154942	181155890	NM_206880	0.000	+	OR2V2
chr5	147892707	147906538	NM_206966	0.000	-	C5orf46
chr5	126631721	126636282	NM_207408	0.000	+	TEX43
chr5	177086919	177098125	NM_213647	0.000	+	FGFR4
chr5	134115606	134148229	NM_213648	0.000	+	TCF7
chr5	105099473	105100098	NR_000039	0.000	+	RAB9BP1
chr5	141155998	141158409	NR_001280	0.000	+	PCDHB17
chr5	141426285	141428258	NR_001297	0.000	+	PCDHGB8P
chr5	55528841	55534542	NR_001575	0.000	-	RNF138P1
chr5	181243313	181243376	NR_002591	0.000	-	SNORD95
chr5	181241817	181241889	NR_002592	0.000	-	SNORD96A
chr5	137801192	137810750	NR_002713	0.000	+	NPY6R
chr5	138561042	138561110	NR_002913	0.000	-	SNORD63
chr5	112161484	112161617	NR_002922	0.000	+	SNORA13
chr5	173020725	173020929	NR_002988	0.000	+	SNORA74B
chr5	77080433	77080571	NR_003014	0.000	-	SNORA47
chr5	1571957	1594531	NR_003263	0.000	-	SDHAP3
chr5	178184509	178187432	NR_003281	0.000	-	GMCL1P1
chr5	65624730	65630705	NR_003545	0.000	+	TRAPPC13
chr5	177875260	177884268	NR_003615	0.000	+	LOC728554
chr5	80350604	80351966	NR_003665	0.000	-	CRSP8P
chr5	9548826	9548914	NR_003689	0.000	+	SNORD123
chr5	1597556	1634005	NR_003713	0.000	-	LOC728613
chr5	86282443	86297547	NR_003719	0.000	+	NBPF22P
chr5	22142351	22152270	NR_003921	0.000	+	PMCHL1
chr5	71375784	71385993	NR_003922	0.000	+	PMCHL2
chr5	80299095	80300478	NR_004845	0.000	-	LOC644936
chr5	112160525	112162501	NR_015370	0.000	+	EPB41L4A-AS1
chr5	88540778	88684803	NR_015436	0.000	-	LINC00461
chr5	43042133	43045268	NR_015447	0.000	+	LOC153684
chr5	178764860	178776276	NR_024035	0.000	-	AACSP1
chr5	70127461	70225795	NR_024054	0.000	-	SMA4
chr5	154445956	154461053	NR_024084	0.000	+	SAP30L
chr5	470509	472965	NR_024158	0.000	-	PP7080
chr5	168529576	168530634	NR_024356	0.000	+	FBLL1
chr5	88664444	88678445	NR_024383	0.000	-	LINC00461
chr5	88664444	88673328	NR_024384	0.000	-	LINC00461
chr5	77086797	77148351	NR_024398	0.000	+	ZBED3-AS1
chr5	136191467	136193163	NR_024418	0.000	-	LOC389332
chr5	6582135	6588500	NR_024423	0.000	+	LINC01018
chr5	6583275	6588500	NR_024424	0.000	+	LINC01018
chr5	131159282	131165348	NR_024610	0.000	-	HINT1
chr5	131159282	131165348	NR_024611	0.000	-	HINT1
chr5	60487712	60547657	NR_024617	0.000	+	PART1
chr5	71074202	71093070	NR_026578	0.000	-	LOC647859
chr5	34905260	34915626	NR_026591	0.000	-	RAD1
chr5	172954782	172959368	NR_026682	0.000	-	LOC100268168
chr5	172954782	172958775	NR_026683	0.000	-	LOC100268168
chr5	136129513	136134890	NR_026763	0.000	-	SMAD5-AS1
chr5	150930435	150946584	NR_026867	0.000	-	ZNF300P1
chr5	95852231	95860132	NR_026936	0.000	+	C5orf27
chr5	170331392	170335100	NR_026945	0.000	+	LOC257358
chr5	5034358	5070002	NR_026994	0.000	+	LINC01020
chr5	173579633	173585068	NR_027108	0.000	+	LOC285593
chr5	173579633	173581611	NR_027109	0.000	+	LOC285593
chr5	159448555	159466276	NR_027110	0.000	-	LOC285627
chr5	160931778	160938626	NR_027111	0.000	-	LOC285629
chr5	9641314	9903824	NR_027112	0.000	-	LOC285692
chr5	135648682	135653935	NR_027127	0.000	-	LOC340074
chr5	180830956	180835726	NR_027183	0.000	+	LINC00847
chr5	17130027	17217422	NR_027253	0.000	-	LOC285696
chr5	69639462	69710527	NR_027386	0.000	-	GUSBP3
chr5	70219188	70585802	NR_027386	0.000	-	GUSBP3
chr5	91380346	91420715	NR_027435	0.000	+	ARRDC3-AS1
chr5	69631152	69633201	NR_027439	0.000	-	LOC100272216
chr5	70528557	70530454	NR_027439	0.000	-	LOC100272216
chr5	100379504	100388254	NR_027503	0.000	-	LOC100133050
chr5	863734	892824	NR_027633	0.000	-	BRD9
chr5	112419582	112420981	NR_027706	0.000	+	EPB41L4A-AS2
chr5	181323505	181328195	NR_028322	0.000	+	LOC100132287
chr5	181323505	181328195	NR_028325	0.000	+	LOC100132062
chr5	6310440	6337292	NR_028351	0.000	-	FLJ33360
chr5	76712402	76712888	NR_028375	0.000	+	NCRUPAR
chr5	65944804	65945573	NR_028474	0.000	-	LOC100303749
chr5	60487931	60491265	NR_028508	0.000	+	PART1
chr5	60487931	60526418	NR_028509	0.000	+	PART1
chr5	69844811	69979322	NR_029426	0.000	+	SMA4
chr5	70138861	70290177	NR_029426	0.000	-	SMA4
chr5	168560895	168560973	NR_029520	0.000	-	MIR103A1
chr5	168768145	168768255	NR_029632	0.000	-	MIR218-2
chr5	149428917	149429023	NR_029684	0.000	+	MIR143
chr5	149430645	149430733	NR_029686	0.000	+	MIR145
chr5	160485351	160485450	NR_029701	0.000	+	MIR146A
chr5	149732824	149732890	NR_029870	0.000	+	MIR378A
chr5	180015302	180015397	NR_029885	0.000	-	MIR340
chr5	55170531	55170622	NR_029960	0.000	-	MIR449A
chr5	32394377	32394475	NR_030305	0.000	-	MIR579
chr5	36147891	36147988	NR_030306	0.000	-	MIR580
chr5	53951503	53951599	NR_030307	0.000	-	MIR581
chr5	59703605	59703703	NR_030308	0.000	-	MIR582
chr5	96079137	96079212	NR_030309	0.000	+	MIR583
chr5	149062312	149062409	NR_030310	0.000	-	MIR584
chr5	169263600	169263694	NR_030311	0.000	-	MIR585
chr5	55170645	55170742	NR_030387	0.000	-	MIR449B
chr5	136080497	136080597	NR_030583	0.000	-	VTRNA2-1
chr5	137647571	137647649	NR_030588	0.000	-	MIR874
chr5	15935181	15935260	NR_030616	0.000	+	MIR887
chr5	88666852	88666939	NR_030741	0.000	-	MIR9-2
chr5	55172261	55172353	NR_031572	0.000	-	MIR449C
chr5	133427595	133427706	NR_031621	0.000	-	MIR1289-2
chr5	154347105	154347247	NR_031626	0.000	+	MIR1294
chr5	154685775	154685861	NR_031638	0.000	+	MIR1303
chr5	110513828	110513915	NR_031644	0.000	-	MIR548F3
chr5	100816481	100816565	NR_031686	0.000	-	MIR548P
chr5	168560903	168560965	NR_031721	0.000	+	MIR103B1
chr5	93620695	93620788	NR_031754	0.000	-	MIR2277
chr5	36035016	36066921	NR_031764	0.000	-	UGT3A2
chr5	109883181	109885499	NR_033175	0.000	+	LOC100289673
chr5	141895625	141896695	NR_033244	0.000	-	LOC729080
chr5	115828196	115841851	NR_033362	0.000	-	ATG12
chr5	115828196	115841851	NR_033363	0.000	-	ATG12
chr5	12574856	12805183	NR_033383	0.000	+	LINC01194
chr5	69560222	69595228	NR_033417	0.000	+	GTF2H2B
chr5	70415369	70450362	NR_033417	0.000	+	GTF2H2B
chr5	102865822	103031104	NR_033440	0.000	+	PAM
chr5	134115658	134148229	NR_033449	0.000	+	TCF7
chr5	3417151	3536094	NR_033898	0.000	-	LINC01019
chr5	7299373	7306714	NR_033906	0.000	-	LOC442132
chr5	98769617	98773084	NR_033932	0.000	-	RGMB-AS1
chr5	28926869	28927313	NR_033961	0.000	+	LSP1P3
chr5	70494967	70500903	NR_033968	0.000	-	GUSBP9
chr5	70516251	70555323	NR_033968	0.000	-	GUSBP9
chr5	71220225	71259295	NR_033968	0.000	-	GUSBP9
chr5	17378905	17387310	NR_033975	0.000	-	LOC401177
chr5	70481042	70585722	NR_034021	0.000	-	SMA5
chr5	43016047	43018811	NR_034085	0.000	-	LOC648987
chr5	43014728	43018811	NR_034086	0.000	-	LOC648987
chr5	53109841	53115126	NR_034107	0.000	+	LOC257396
chr5	81237564	81301569	NR_034121	0.000	-	CKMT2-AS1
chr5	81237564	81301569	NR_034122	0.000	-	CKMT2-AS1
chr5	81237564	81301569	NR_034123	0.000	-	CKMT2-AS1
chr5	43065186	43066971	NR_034127	0.000	-	LOC100132356
chr5	154596011	154596072	NR_036094	0.000	-	MIR3141
chr5	160474401	160474483	NR_036095	0.000	+	MIR3142
chr5	176629438	176629500	NR_036239	0.000	-	MIR4281
chr5	1708784	1708868	NR_036240	0.000	-	MIR4277
chr5	31936101	31936159	NR_036241	0.000	-	MIR4279
chr5	6827852	6827921	NR_036242	0.000	-	MIR4278
chr5	87114878	87114954	NR_036243	0.000	-	MIR4280
chr5	98929133	98931009	NR_036530	0.000	+	LOC100289230
chr5	7859158	7869037	NR_036553	0.000	-	FASTKD3
chr5	133971874	134004966	NR_036624	0.000	-	VDAC1
chr5	133971874	134004966	NR_036625	0.000	-	VDAC1
chr5	86620496	86620575	NR_037402	0.000	+	MIR3607
chr5	38557501	38557561	NR_037423	0.000	-	MIR3650
chr5	90016620	90016720	NR_037433	0.000	-	MIR3660
chr5	134225756	134225852	NR_037434	0.000	+	MIR3661
chr5	171386655	171386760	NR_037474	0.000	-	MIR3912
chr5	132365489	132365599	NR_037500	0.000	-	MIR3936
chr5	159331517	159362834	NR_037889	0.000	+	LOC285626
chr5	135236233	135248177	NR_037895	0.000	-	C5orf66-AS2
chr5	24835279	24840583	NR_037896	0.000	-	LOC340107
chr5	154389768	154445822	NR_037897	0.000	-	SAP30L-AS1
chr5	132311275	132369916	NR_037898	0.000	-	LOC553103
chr5	35048755	35118122	NR_037910	0.000	-	PRLR
chr5	6599238	6633360	NR_037947	0.000	-	NSUN2
chr5	112976709	113022195	NR_038352	0.000	+	DCP2
chr5	178006965	178049087	NR_038353	0.000	+	FAM153C
chr5	176119548	176125165	NR_038402	0.000	+	LOC100507387
chr5	156850537	156852528	NR_038443	0.000	+	PPP1R2P3
chr5	27472291	27496401	NR_038848	0.000	+	LINC01021
chr5	147559993	147662009	NR_038902	0.000	+	JAKMIP2-AS1
chr5	170028487	170028566	NR_039609	0.000	+	MIR378E
chr5	58530042	58530109	NR_039639	0.000	-	MIR548AE2
chr5	7269302	7269354	NR_039659	0.000	-	MIR4454
chr5	12667858	12667910	NR_039659	0.000	+	MIR4454
chr5	136301804	136301856	NR_039659	0.000	-	MIR4454
chr5	535839	535882	NR_039661	0.000	-	MIR4456
chr5	1309309	1309377	NR_039662	0.000	-	MIR4457
chr5	8460924	8460999	NR_039663	0.000	+	MIR4458
chr5	54075517	54075583	NR_039664	0.000	-	MIR4459
chr5	129397061	129397147	NR_039665	0.000	-	MIR4460
chr5	154829457	154829540	NR_039667	0.000	+	MIR378H
chr5	82840154	82840224	NR_039773	0.000	+	MIR3977
chr5	129097687	129097766	NR_039776	0.000	+	MIR4633
chr5	174751733	174751787	NR_039777	0.000	+	MIR4634
chr5	1062895	1062974	NR_039778	0.000	-	MIR4635
chr5	9053815	9053895	NR_039779	0.000	-	MIR4636
chr5	14825928	14826012	NR_039780	0.000	-	MIR4637
chr5	181222565	181222633	NR_039781	0.000	-	MIR4638
chr5	72169466	72169540	NR_039967	0.000	+	MIR4803
chr5	72878590	72878663	NR_039968	0.000	+	MIR4804
chr5	8333482	8457564	NR_039984	0.000	-	LOC729506
chr5	8457686	8463096	NR_039989	0.000	+	MIR4458HG
chr5	88268881	88436674	NR_039993	0.000	+	TMEM161B-AS1
chr5	88269015	88436674	NR_039994	0.000	+	TMEM161B-AS1
chr5	88268881	88436674	NR_039995	0.000	+	TMEM161B-AS1
chr5	111512225	111739726	NR_040093	0.000	+	STARD4-AS1
chr5	111070079	111078024	NR_045089	0.000	+	TSLP
chr5	132410772	132476044	NR_045116	0.000	+	C5orf56
chr5	9546199	9550297	NR_045196	0.000	+	SNHG18
chr5	181223262	181235808	NR_045218	0.000	+	TRIM41
chr5	140550066	140558093	NR_045586	0.000	-	SRA1
chr5	140550066	140557456	NR_045587	0.000	-	SRA1
chr5	180830956	180835726	NR_045678	0.000	+	LINC00847
chr5	180830956	180835726	NR_045679	0.000	+	LINC00847
chr5	180829953	180831618	NR_045680	0.000	-	HEIH
chr5	176392454	176416569	NR_045724	0.000	-	CLTB
chr5	117415511	117579744	NR_046089	0.000	+	LINC00992
chr5	174919081	174995731	NR_046113	0.000	-	FLJ16171
chr5	38282268	38290986	NR_046219	0.000	-	EGFLAM-AS4
chr5	51372736	51383332	NR_046243	0.000	-	LOC642366
chr5	14712693	14716529	NR_046285	0.000	+	LOC100130744
chr5	74627405	74641424	NR_046318	0.000	-	ENC1
chr5	108727824	108728261	NR_046368	0.000	-	LINC01023
chr5	74777573	74866387	NR_046462	0.000	-	FAM169A
chr5	111912507	112017306	NR_046678	0.000	+	NREP-AS1
chr5	142859604	142868910	NR_046680	0.000	-	ARHGAP26-AS1
chr5	146914206	146919506	NR_047115	0.000	-	PPP2R2B-IT1
chr5	102581367	102617587	NR_047462	0.000	+	LINC00492
chr5	132184875	132192805	NR_047470	0.000	+	P4HA2-AS1
chr5	153490523	153813869	NR_047578	0.000	+	GRIA1
chr5	55625844	55693053	NR_047649	0.000	-	SLC38A9
chr5	10225507	10249909	NR_047668	0.000	-	FAM173B
chr5	10225507	10249909	NR_047669	0.000	-	FAM173B
chr5	10225507	10249909	NR_047670	0.000	-	FAM173B
chr5	33440775	33468091	NR_047676	0.000	+	TARS
chr5	33440775	33468091	NR_047677	0.000	+	TARS
chr5	33440775	33468091	NR_047678	0.000	+	TARS
chr5	172662164	172662263	NR_049799	0.000	+	MIR5003
chr5	143679859	143679971	NR_049829	0.000	+	MIR5197
chr5	135802984	135803075	NR_049867	0.000	-	MIR5692C1
chr5	55508849	55508926	NR_049869	0.000	-	MIR5687
chr5	119154636	119154716	NR_049892	0.000	+	MIR5706
chr5	122436496	122479087	NR_051996	0.000	-	MGC32805
chr5	43192851	43280850	NR_072980	0.000	+	NIM1K
chr5	52989325	53094779	NR_073103	0.000	+	ITGA2
chr5	52989325	53094779	NR_073104	0.000	+	ITGA2
chr5	52989325	53094779	NR_073105	0.000	+	ITGA2
chr5	52989325	53094779	NR_073106	0.000	+	ITGA2
chr5	52989325	53094779	NR_073107	0.000	+	ITGA2
chr5	74766990	74776912	NR_073403	0.000	+	NSA2
chr5	70486500	70491787	NR_073404	0.000	+	LOC441081
chr5	138439000	138446969	NR_073448	0.000	+	REEP2
chr5	138439000	138446969	NR_073449	0.000	+	REEP2
chr5	131159282	131165348	NR_073488	0.000	-	HINT1
chr5	64575649	64612294	NR_073511	0.000	+	RGS7BP
chr5	146589504	146878785	NR_073526	0.000	-	PPP2R2B
chr5	146589504	146878927	NR_073527	0.000	-	PPP2R2B
chr5	62578734	62628589	NR_073584	0.000	+	IPO11-LRRC70
chr5	115828196	115841851	NR_073603	0.000	-	ATG12
chr5	7859158	7869037	NR_073608	0.000	-	FASTKD3
chr5	271620	276940	NR_073609	0.000	+	PDCD6
chr5	140102921	140108012	NR_102739	0.000	-	LINC01024
chr5	140102921	140108012	NR_102740	0.000	-	LINC01024
chr5	140102921	140108012	NR_102741	0.000	-	LINC01024
chr5	10440734	10441851	NR_102746	0.000	-	ROPN1L-AS1
chr5	38400450	38403471	NR_102749	0.000	-	EGFLAM-AS2
chr5	38399813	38403471	NR_102750	0.000	-	EGFLAM-AS2
chr5	43067022	43093558	NR_102752	0.000	+	LOC100506639
chr5	55995166	56003647	NR_102755	0.000	+	FLJ31104
chr5	181261211	181264566	NR_102759	0.000	+	TRIM52-AS1
chr5	181261211	181264566	NR_102760	0.000	+	TRIM52-AS1
chr5	181261211	181264566	NR_102761	0.000	+	TRIM52-AS1
chr5	181261211	181272307	NR_102762	0.000	+	TRIM52-AS1
chr5	37840437	37874892	NR_103441	0.000	+	GDNF-AS1
chr5	37869906	37874892	NR_103442	0.000	+	GDNF-AS1
chr5	602168	612210	NR_103444	0.000	-	LOC100996325
chr5	114433529	114496500	NR_103458	0.000	+	KCNN2
chr5	55424841	55535078	NR_103485	0.000	-	PPAP2A
chr5	178208473	178232822	NR_103508	0.000	-	PHYKPL
chr5	178208473	178232822	NR_103509	0.000	-	PHYKPL
chr5	178208473	178232822	NR_103510	0.000	-	PHYKPL
chr5	91302985	91314402	NR_103548	0.000	-	LUCAT1
chr5	91310913	91314402	NR_103549	0.000	-	LUCAT1
chr5	38556785	38608857	NR_103553	0.000	+	LIFR-AS1
chr5	38556785	38671216	NR_103554	0.000	+	LIFR-AS1
chr5	102608491	102671464	NR_103753	0.000	-	LINC00491
chr5	102608491	102671464	NR_103754	0.000	-	LINC00491
chr5	102608491	102671464	NR_103755	0.000	-	LINC00491
chr5	102608491	102671464	NR_103756	0.000	-	LINC00491
chr5	6686324	6707711	NR_103771	0.000	-	LOC100505625
chr5	176049677	176062055	NR_103794	0.000	-	LOC100996385
chr5	79020666	79069674	NR_104002	0.000	-	DMGDH
chr5	79020666	79069674	NR_104003	0.000	-	DMGDH
chr5	74721203	74767371	NR_104006	0.000	-	GFM2
chr5	88889307	88967279	NR_104031	0.000	+	MEF2C-AS1
chr5	148481551	148654527	NR_104445	0.000	-	HTR4
chr5	1855969	1856568	NR_104602	0.000	-	LOC101929034
chr5	10493526	10502728	NR_104606	0.000	-	LOC101929412
chr5	118282573	118284777	NR_104609	0.000	+	LOC100505811
chr5	118350972	118562117	NR_104610	0.000	-	LOC101927280
chr5	269555	271524	NR_104613	0.000	-	LOC102467073
chr5	987176	997340	NR_104614	0.000	-	LOC100506688
chr5	987176	997340	NR_104615	0.000	-	LOC100506688
chr5	2303719	2312201	NR_104616	0.000	-	LOC100506858
chr5	3177834	3181232	NR_104617	0.000	+	LOC102467074
chr5	3496371	3504004	NR_104618	0.000	-	LOC102467075
chr5	4773480	4774865	NR_104619	0.000	+	LOC101929153
chr5	16373360	16441102	NR_104625	0.000	-	LOC101929505
chr5	29380088	29395976	NR_104628	0.000	-	LOC101929681
chr5	35938800	35939991	NR_104630	0.000	+	LOC100506406
chr5	38710366	38720273	NR_104631	0.000	-	LINC01265
chr5	39520430	39524708	NR_104632	0.000	+	LOC101926940
chr5	40052290	40053324	NR_104633	0.000	+	LINC00603
chr5	42155832	42175345	NR_104635	0.000	-	LOC101926960
chr5	42155832	42175345	NR_104636	0.000	-	LOC101926960
chr5	42985398	42993333	NR_104643	0.000	-	FLJ32255
chr5	43014728	43018811	NR_104649	0.000	-	LOC648987
chr5	43014728	43019643	NR_104650	0.000	-	LOC648987
chr5	43014728	43067439	NR_104651	0.000	-	LOC648987
chr5	50969216	50970187	NR_104653	0.000	-	LOC100287592
chr5	53109841	53115126	NR_104654	0.000	+	LOC257396
chr5	54660157	54744258	NR_104658	0.000	-	LOC102467080
chr5	54660157	54703324	NR_104659	0.000	-	LOC102467080
chr5	55021298	55024169	NR_104662	0.000	-	LOC102467081
chr5	56457794	56481769	NR_104664	0.000	-	LOC102467147
chr5	57650659	57670989	NR_104668	0.000	+	LOC101928505
chr5	58107631	58122341	NR_104669	0.000	-	LOC101928569
chr5	103528433	103541985	NR_104670	0.000	-	LOC102467212
chr5	106815196	107011014	NR_104671	0.000	-	LOC102467213
chr5	112628435	112630921	NR_104672	0.000	+	LOC102467214
chr5	116367415	116374570	NR_104675	0.000	-	LOC101927190
chr5	116743301	116762209	NR_104678	0.000	-	LOC102467223
chr5	117730360	118266062	NR_104997	0.000	+	LOC102467224
chr5	118596187	118628092	NR_104998	0.000	+	LOC102467225
chr5	121322549	121325837	NR_104999	0.000	+	LOC102467226
chr5	61732789	61735698	NR_105000	0.000	-	LOC100506526
chr5	66507544	66511604	NR_105001	0.000	-	LOC101928769
chr5	68189875	68198407	NR_105003	0.000	+	LOC102467655
chr5	72574074	72660669	NR_105007	0.000	-	LOC102477328
chr5	72557076	72571742	NR_105008	0.000	+	LOC102503427
chr5	74306409	74308325	NR_105009	0.000	-	LOC102503429
chr5	74322485	74328357	NR_105010	0.000	+	LOC101929082
chr5	77884655	77959096	NR_105012	0.000	+	LOC101929154
chr5	77958246	77959096	NR_105013	0.000	+	LOC101929154
chr5	78358763	78360541	NR_105014	0.000	-	LOC728769
chr5	80947692	80960907	NR_105015	0.000	-	LOC102524628
chr5	82850864	82859836	NR_105016	0.000	-	LOC102546175
chr5	86746817	86749772	NR_105017	0.000	+	LOC100505878
chr5	87120147	87248018	NR_105018	0.000	+	LOC101929380
chr5	88269015	88436674	NR_105019	0.000	+	TMEM161B-AS1
chr5	88392194	88436674	NR_105020	0.000	+	TMEM161B-AS1
chr5	88408981	88439090	NR_105021	0.000	-	LOC102546226
chr5	90409999	90410669	NR_105024	0.000	+	LOC731157
chr5	97504695	97671051	NR_105028	0.000	+	LOC102546227
chr5	126272516	126285175	NR_105039	0.000	-	LOC101927488
chr5	126272516	126285175	NR_105040	0.000	-	LOC101927488
chr5	126179576	126193850	NR_105042	0.000	+	LOC102546228
chr5	134429050	134435047	NR_105044	0.000	-	LOC102546229
chr5	134506551	134509230	NR_105045	0.000	+	LOC101927934
chr5	135038830	135040047	NR_105049	0.000	-	C5orf66-AS1
chr5	135038830	135040047	NR_105050	0.000	-	C5orf66-AS1
chr5	139741346	139746223	NR_105052	0.000	-	LOC101929696
chr5	139741346	139746223	NR_105053	0.000	-	LOC101929696
chr5	148268306	148383850	NR_105057	0.000	-	LOC102546294
chr5	149406844	149432836	NR_105059	0.000	+	MIR143HG
chr5	149406844	149432836	NR_105060	0.000	+	MIR143HG
chr5	150475515	150485992	NR_105061	0.000	-	LOC102546298
chr5	164448421	164467402	NR_105064	0.000	-	LOC101927835
chr5	164470278	164542983	NR_105065	0.000	+	LOC102546299
chr5	1510761	1510856	NR_106723	0.000	-	MIR6075
chr5	10478036	10478145	NR_106747	0.000	+	MIR6131
chr5	151522086	151522148	NR_106752	0.000	-	MIR6499
chr5	132217848	132217918	NR_106888	0.000	-	MIR6830
chr5	140563670	140563751	NR_106889	0.000	-	MIR6831
chr5	34802317	34802367	NR_106988	0.000	+	MIR7641-2
chr5	173347454	173347536	NR_107023	0.000	+	MIR8056
chr5	181043402	181043484	NR_107056	0.000	-	MIR8089
chr5	166905221	166926370	NR_108020	0.000	-	CTB-7E3.1
chr5	170191646	170199141	NR_108022	0.000	-	LINC01187
chr5	170331392	170335100	NR_108024	0.000	+	LOC257358
chr5	170331392	170335100	NR_108025	0.000	+	LOC257358
chr5	173707598	173746209	NR_108027	0.000	-	LOC101928136
chr5	173786789	173790942	NR_108028	0.000	-	LOC101928154
chr5	176743204	176743921	NR_108030	0.000	+	LOC102577424
chr5	181191045	181191908	NR_108031	0.000	-	LOC102577426
chr5	44388731	44413989	NR_108034	0.000	+	FGF10-AS1
chr5	139341831	139369720	NR_109830	0.000	+	PAIP2
chr5	44744327	44808793	NR_109862	0.000	-	LOC100506674
chr5	44744327	44808793	NR_109863	0.000	-	LOC100506674
chr5	44744327	44808793	NR_109864	0.000	-	LOC100506674
chr5	44744327	44808793	NR_109865	0.000	-	LOC100506674
chr5	151676944	151687907	NR_109873	0.000	+	CTB-113P19.1
chr5	151958897	152270449	NR_109876	0.000	+	CTB-12O2.1
chr5	152618964	152972349	NR_109877	0.000	-	LOC101927134
chr5	116447497	116471673	NR_109879	0.000	+	CTB-118N6.3
chr5	122628951	122730560	NR_109881	0.000	-	LOC101927379
chr5	125036830	125367734	NR_109882	0.000	+	LOC101927421
chr5	125493260	125602227	NR_109887	0.000	+	LOC101927460
chr5	158320700	158409773	NR_109888	0.000	-	LOC101927697
chr5	159100482	159117478	NR_109890	0.000	+	LOC101927740
chr5	159776774	159871384	NR_109891	0.000	-	LOC101927766
chr5	168229582	168232372	NR_109894	0.000	-	CTB-178M22.2
chr5	169013226	169037998	NR_109897	0.000	+	CTB-174D11.1
chr5	170389492	170422844	NR_109899	0.000	+	CTD-2270F17.1
chr5	57890330	57899162	NR_109900	0.000	-	LOC101928539
chr5	58541566	58558243	NR_109904	0.000	-	LOC101928600
chr5	61162315	61232080	NR_109908	0.000	+	CTC-436P18.1
chr5	181246540	181257586	NR_109909	0.000	+	CTC-338M12.4
chr5	61663157	61698432	NR_109910	0.000	-	LOC101928651
chr5	1173095	1178605	NR_109911	0.000	-	CTD-3080P12.3
chr5	1887330	1900490	NR_109912	0.000	+	CTD-2194D22.4
chr5	5132084	5140054	NR_109915	0.000	-	CTD-2297D10.2
chr5	80066349	80083665	NR_109930	0.000	-	CTD-2201I18.1
chr5	8839731	8881524	NR_109932	0.000	+	LOC101929284
chr5	9511332	9518086	NR_109935	0.000	+	CTD-2201E9.1
chr5	88889307	88941370	NR_109940	0.000	+	MEF2C-AS1
chr5	88883329	89032376	NR_109941	0.000	+	MEF2C-AS1
chr5	15191645	15266560	NR_109944	0.000	-	LOC101929454
chr5	15602188	15615002	NR_109945	0.000	-	CTD-2350J17.1
chr5	16615925	16629969	NR_109946	0.000	+	LOC101929524
chr5	29065243	29073223	NR_109948	0.000	+	LOC101929645
chr5	38693212	38845829	NR_109951	0.000	-	OSMR-AS1
chr5	150053290	150086640	NR_109969	0.000	-	CSF1R
chr5	10971840	11904043	NR_109988	0.000	-	CTNND2
chr5	88195205	88268879	NR_110266	0.000	-	TMEM161B
chr5	149931363	149932977	NR_110534	0.000	-	LOC644762
chr5	142745599	142760993	NR_110558	0.000	+	LOC101926975
chr5	112228282	112257309	NR_110559	0.000	+	LOC101927023
chr5	99533989	99577954	NR_110562	0.000	+	CTD-2151A2.1
chr5	78360502	78480739	NR_110885	0.000	+	SCAMP1
chr5	80626225	80654981	NR_110936	0.000	-	DHFR
chr5	132311275	132369916	NR_110997	0.000	-	LOC553103
chr5	67001617	67004154	NR_111908	0.000	-	LOC101928794
chr5_GL339449v2_alt	457779	485846	NM_000344	0.000	-	SMN1
chr5_GL339449v2_alt	134918	153209	NM_001015891	0.000	-	AK6
chr5_GL339449v2_alt	147937	153209	NM_001015892	0.000	-	TAF9
chr5_GL339449v2_alt	198534	225032	NM_001038603	0.000	+	MARVELD2
chr5_GL339449v2_alt	343194	375488	NM_001042490	0.000	+	GTF2H2C_2
chr5_GL339449v2_alt	965644	997896	NM_001042490	0.000	-	GTF2H2C_2
chr5_GL339449v2_alt	343171	375865	NM_001098728	0.000	+	GTF2H2C
chr5_GL339449v2_alt	965267	997919	NM_001098728	0.000	-	GTF2H2C
chr5_GL339449v2_alt	502685	510139	NM_001178087	0.000	-	SERF1B
chr5_GL339449v2_alt	198534	225032	NM_001244734	0.000	+	MARVELD2
chr5_GL339449v2_alt	153255	198226	NM_001278622	0.000	+	RAD17
chr5_GL339449v2_alt	343174	375714	NM_001515	0.000	+	GTF2H2
chr5_GL339449v2_alt	965418	997916	NM_001515	0.000	-	GTF2H2
chr5_GL339449v2_alt	17974	60596	NM_001799	0.000	+	CDK7
chr5_GL339449v2_alt	153900	198224	NM_002873	0.000	+	RAD17
chr5_GL339449v2_alt	147937	152778	NM_003187	0.000	-	TAF9
chr5_GL339449v2_alt	385731	442341	NM_004536	0.000	+	NAIP
chr5_GL339449v2_alt	134918	152778	NM_016283	0.000	-	AK6
chr5_GL339449v2_alt	457775	485846	NM_017411	0.000	-	SMN2
chr5_GL339449v2_alt	1454099	1566307	NM_018429	0.000	+	BDP1
chr5_GL339449v2_alt	492255	510145	NM_021967	0.000	-	SERF1A
chr5_GL339449v2_alt	457779	485846	NM_022874	0.000	-	SMN1
chr5_GL339449v2_alt	457775	485846	NM_022875	0.000	-	SMN2
chr5_GL339449v2_alt	457775	485846	NM_022876	0.000	-	SMN2
chr5_GL339449v2_alt	457775	485846	NM_022877	0.000	-	SMN2
